Suburb,Postcode,State,"Property
Type","Region
(SA4)",Investor Score (Out Of 100),Growth Gap Index,10 Year Growth,Yield Score,Buy Affordability Score,Rent Affordability Score,Latitude,Longitude
Belmont North,2280,New South Wales,House,Newcastle and Lake Macquarie,63,90,100,76,94,26,-33.0133893999939,151.673543663065
Belmont South,2280,New South Wales,Unit,Newcastle and Lake Macquarie,79,68,100,71,93,66,-33.0532241852053,151.659883402392
Belmont South,2280,New South Wales,House,Newcastle and Lake Macquarie,62,90,100,56,58,10,-33.0532241852053,151.659883402392
Belmore,2192,New South Wales,Unit,Sydney - Inner South West,76,68,100,100,100,55,-33.9194028139522,151.090355346634
Belmore,2192,New South Wales,House,Sydney - Inner South West,68,90,100,38,17,10,-33.9194028139522,151.090355346634
Belmore River,2440,New South Wales,House,Mid North Coast,82,90,100,57,80,54,-31.0861518699823,152.965293724982
Belrose,2085,New South Wales,Unit,Sydney - Northern Beaches,79,68,100,30,80,100,-33.7215572063731,151.209460403194
Belrose,2085,New South Wales,House,Sydney - Northern Beaches,67,90,100,52,44,10,-33.7215572063731,151.209460403194
Bemboka,2550,New South Wales,House,Capital Region,72,90,100,63,60,10,-36.6157691982237,149.531224169292
Ben Lomond (NSW),2365,New South Wales,House,New England and North West,68,90,74,100,100,85,-30.0054131269015,151.608138975197
Benandarah,2536,New South Wales,House,Capital Region,70,90,100,41,43,10,-35.6349163379856,150.213730687236
Bendalong,2539,New South Wales,House,Southern Highlands and Shoalhaven,78,90,100,51,63,22,-35.2320157855793,150.501530846537
Bendemeer,2355,New South Wales,House,New England and North West,78,90,53,99,98,31,-30.8036438994339,151.175704441685
Bendick Murrell,2803,New South Wales,House,Capital Region,81,90,100,100,100,74,-34.1870360893308,148.461521007082
Bendolba,2420,New South Wales,House,Hunter Valley exc Newcastle,69,90,100,65,94,78,-32.3488187962983,151.728614638845
Bensville,2251,New South Wales,House,Central Coast,70,90,100,50,81,73,-33.4989993731818,151.392235582945
Bentley (NSW),2480,New South Wales,House,Richmond - Tweed,65,90,100,90,100,27,-28.7563332645857,153.088321100225
Berala,2141,New South Wales,Unit,Sydney - Parramatta,76,68,100,100,100,83,-33.8747865821146,151.033578759654
Berala,2141,New South Wales,House,Sydney - Parramatta,68,90,100,31,35,21,-33.8747865821146,151.033578759654
Beresfield,2322,New South Wales,Unit,Newcastle and Lake Macquarie,80,68,100,89,100,68,-32.8029536287019,151.642881521323
Beresfield,2322,New South Wales,House,Newcastle and Lake Macquarie,67,90,100,87,92,10,-32.8029536287019,151.642881521323
Bergalia,2537,New South Wales,House,Capital Region,65,90,100,67,94,44,-35.980371237118,150.093083164476
Berkeley,2506,New South Wales,Unit,Illawarra,82,68,100,76,89,42,-34.4814116771335,150.842910106532
Berkeley,2506,New South Wales,House,Illawarra,69,90,100,77,80,10,-34.4814116771335,150.842910106532
Berkeley Vale,2261,New South Wales,Unit,Central Coast,79,68,100,100,100,100,-33.3413171084822,151.433809092295
Berkeley Vale,2261,New South Wales,House,Central Coast,62,90,100,69,93,32,-33.3413171084822,151.433809092295
Berkshire Park,2765,New South Wales,House,Sydney - Outer West and Blue Mountains,78,90,100,25,38,51,-33.6685395849645,150.77922225007
Bermagui,2546,New South Wales,Unit,Capital Region,72,68,100,62,82,46,-36.4269426558326,150.043390483323
Bermagui,2546,New South Wales,House,Capital Region,70,90,100,29,10,10,-36.4269426558326,150.043390483323
Berowra,2081,New South Wales,House,Sydney - North Sydney and Hornsby,72,90,100,35,81,100,-33.6280647036937,151.150786026513
Berowra,2081,New South Wales,Unit,Sydney - North Sydney and Hornsby,58,68,100,26,100,100,-33.6280647036937,151.150786026513
Berowra Heights,2082,New South Wales,House,Sydney - North Sydney and Hornsby,72,90,100,46,79,75,-33.601559613315,151.137347207915
Berowra Heights,2082,New South Wales,Unit,Sydney - North Sydney and Hornsby,71,68,100,26,94,100,-33.601559613315,151.137347207915
Berrambool,2548,New South Wales,Unit,Capital Region,83,68,100,87,93,36,-36.8808656108369,149.908324620193
Berrambool,2548,New South Wales,House,Capital Region,64,90,100,70,58,10,-36.8808656108369,149.908324620193
Berrara,2540,New South Wales,House,Southern Highlands and Shoalhaven,80,90,100,56,77,46,-35.2062475099857,150.551571628574
Berridale,2628,New South Wales,Unit,Capital Region,79,68,100,83,98,62,-36.3792476234937,148.836588127259
Berridale,2628,New South Wales,House,Capital Region,78,90,100,96,100,55,-36.3792476234937,148.836588127259
Berrigan,2712,New South Wales,House,Murray,86,90,100,100,100,43,-35.6502713771372,145.832780771892
Berrigan,2712,New South Wales,Unit,Murray,81,68,100,100,100,100,-35.6502713771372,145.832780771892
Berrilee,2159,New South Wales,House,Sydney - Baulkham Hills and Hawkesbury,66,90,100,13,33,58,-33.6079626499047,151.103973795444
Berrima,2577,New South Wales,House,Southern Highlands and Shoalhaven,85,100,100,70,100,93,-34.4727198315864,150.347085698842
Berry,2535,New South Wales,Unit,Southern Highlands and Shoalhaven,76,68,100,64,97,90,-34.7994594155742,150.732189257888
Berry,2535,New South Wales,House,Southern Highlands and Shoalhaven,66,90,100,41,34,10,-34.7994594155742,150.732189257888
Berry Park,2321,New South Wales,House,Hunter Valley exc Newcastle,64,90,100,76,64,10,-32.742526559463,151.661221548932
Bethungra,2590,New South Wales,House,Riverina,76,90,100,93,100,20,-34.7659260443642,147.862385643077
Beverley Park,2217,New South Wales,House,Sydney - Inner South West,72,90,100,30,52,62,-33.9772862544747,151.130492105239
Beverley Park,2217,New South Wales,Unit,Sydney - Inner South West,67,68,100,82,100,100,-33.9772862544747,151.130492105239
Beverly Hills,2209,New South Wales,Unit,Sydney - Inner South West,79,68,100,83,100,86,-33.9482302214927,151.082932495093
Beverly Hills,2209,New South Wales,House,Sydney - Inner South West,66,90,100,35,41,10,-33.9482302214927,151.082932495093
Bexhill,2480,New South Wales,House,Richmond - Tweed,73,90,100,58,82,56,-28.7557948523103,153.35460551788
Bexley,2207,New South Wales,Unit,Sydney - Inner South West,75,68,100,81,100,79,-33.9520111674097,151.117945317033
Bexley,2207,New South Wales,House,Sydney - Inner South West,68,90,100,39,44,14,-33.9520111674097,151.117945317033
Bexley North,2207,New South Wales,Unit,Sydney - Inner South West,80,68,100,88,100,73,-33.9424681719039,151.115313103841
Bexley North,2207,New South Wales,House,Sydney - Inner South West,70,90,100,40,44,10,-33.9424681719039,151.115313103841
Bidwill (NSW),2770,New South Wales,Unit,Sydney - Blacktown,70,68,100,81,78,10,-33.7299525655756,150.821918789964
Bidwill (NSW),2770,New South Wales,House,Sydney - Blacktown,66,90,100,57,53,10,-33.7299525655756,150.821918789964
Bielsdown Hills,2453,New South Wales,House,Coffs Harbour - Grafton,71,90,100,73,100,91,-30.3718428235531,152.667073341478
Big Springs,2650,New South Wales,House,Riverina,85,90,100,100,100,87,-35.3556977442868,147.40743515672
Bigga,2583,New South Wales,House,Capital Region,80,90,100,69,56,10,-34.0516683621114,149.140983463654
Bilambil,2486,New South Wales,House,Richmond - Tweed,60,90,100,66,59,10,-28.2245045580197,153.461679980652
Bilambil Heights,2486,New South Wales,Unit,Richmond - Tweed,60,68,100,89,97,45,-28.2100884113468,153.480976310972
Bilambil Heights,2486,New South Wales,House,Richmond - Tweed,60,90,100,80,73,10,-28.2100884113468,153.480976310972
Bilbul,2680,New South Wales,House,Riverina,71,90,76,72,100,100,-34.2837633731026,146.158156684272
Bilgola Beach,2107,New South Wales,House,Sydney - Northern Beaches,70,90,100,46,83,85,-33.6435955631669,151.330703066527
Bilgola Plateau,2107,New South Wales,House,Sydney - Northern Beaches,58,90,100,47,51,10,-33.6450986586312,151.315277173219
Billimari,2804,New South Wales,House,Central West,87,90,100,54,98,100,-33.6758225956938,148.616537027977
Billinudgel,2483,New South Wales,House,Richmond - Tweed,74,90,100,77,63,10,-28.5052217535469,153.517229816411
Billywillinga,2795,New South Wales,House,Central West,72,90,100,40,100,100,-33.2869499566727,149.444411079113
Bilpin,2758,New South Wales,House,Sydney - Baulkham Hills and Hawkesbury,73,90,66,57,97,100,-33.4449817349589,150.530838842245
Binalong,2584,New South Wales,House,Capital Region,76,90,100,48,50,10,-34.6564356916175,148.657719017284
Binda,2583,New South Wales,House,Capital Region,81,90,100,69,88,51,-34.3077905268116,149.301276439799
Bingara,2404,New South Wales,House,New England and North West,81,90,95,100,100,42,-29.8247364047878,150.560435222688
Bingie,2537,New South Wales,House,Capital Region,54,90,100,67,74,10,-36.020599684064,150.145697778312
Binjura,2630,New South Wales,House,Capital Region,73,90,100,100,100,100,-36.1743964862782,149.10809499959
Binna Burra (NSW),2479,New South Wales,House,Richmond - Tweed,72,90,100,61,69,10,-28.7117813772265,153.49155171721
Binnaway,2395,New South Wales,House,Far West and Orana,86,90,93,100,100,10,-31.5528938108137,149.403712499557
Binya,2665,New South Wales,House,Riverina,74,90,76,72,100,100,-34.1530834628656,146.357539121369
Birchgrove,2041,New South Wales,Unit,Sydney - Inner West,64,68,100,38,100,100,-33.8509151204541,151.182260029858
Birchgrove,2041,New South Wales,House,Sydney - Inner West,55,90,100,34,61,34,-33.8509151204541,151.182260029858
Birmingham Gardens,2287,New South Wales,Unit,Newcastle and Lake Macquarie,75,68,100,87,100,77,-32.8930418564479,151.690158720732
Birmingham Gardens,2287,New South Wales,House,Newcastle and Lake Macquarie,57,90,100,79,92,10,-32.8930418564479,151.690158720732
Birrong,2143,New South Wales,Unit,Sydney - Inner South West,87,68,100,100,100,65,-33.8919776614735,151.021016612569
Birrong,2143,New South Wales,House,Sydney - Inner South West,68,90,100,47,54,10,-33.8919776614735,151.021016612569
Bishops Bridge,2326,New South Wales,House,Hunter Valley exc Newcastle,70,90,100,90,100,100,-32.7468669361071,151.465465871617
Bithramere,2340,New South Wales,House,New England and North West,86,90,53,99,100,100,-31.1356705595004,150.781846325764
Black Head,2430,New South Wales,Unit,Mid North Coast,84,68,100,81,90,33,-32.0712344246074,152.535271857851
Black Head,2430,New South Wales,House,Mid North Coast,65,90,100,70,62,10,-32.0712344246074,152.535271857851
Black Hill (NSW),2322,New South Wales,House,Hunter Valley exc Newcastle,80,90,100,58,100,100,-32.8211516290658,151.620891600982
Black Mountain (NSW),2365,New South Wales,House,New England and North West,83,90,74,100,100,100,-30.3290455506087,151.694994312728
Black Range (NSW),2550,New South Wales,House,Capital Region,88,90,100,82,100,69,-36.7301657188048,149.844280606444
Black Springs (NSW),2787,New South Wales,House,Central West,88,90,100,74,100,100,-33.8560049789004,149.722222070123
Blackalls Park,2283,New South Wales,Unit,Newcastle and Lake Macquarie,72,68,100,85,93,38,-33.0000238658843,151.575871939548
Blackalls Park,2283,New South Wales,House,Newcastle and Lake Macquarie,68,90,100,77,90,43,-33.0000238658843,151.575871939548
Blackbutt (NSW),2529,New South Wales,Unit,Illawarra,73,68,100,96,100,52,-34.5712722155452,150.833056103625
Blackbutt (NSW),2529,New South Wales,House,Illawarra,69,90,100,55,64,13,-34.5712722155452,150.833056103625
Blackett,2770,New South Wales,Unit,Sydney - Blacktown,77,68,100,81,95,51,-33.738264432979,150.814932138629
Blackett,2770,New South Wales,House,Sydney - Blacktown,55,90,100,58,75,10,-33.738264432979,150.814932138629
Blackheath,2785,New South Wales,Unit,Sydney - Outer West and Blue Mountains,85,75,100,79,100,98,-33.6394356526733,150.283077629524
Blackheath,2785,New South Wales,House,Sydney - Outer West and Blue Mountains,72,100,100,60,78,40,-33.6394356526733,150.283077629524
Blacksmiths,2281,New South Wales,Unit,Newcastle and Lake Macquarie,76,68,100,71,94,68,-33.0733608093462,151.654287055622
Blacksmiths,2281,New South Wales,House,Newcastle and Lake Macquarie,60,90,100,55,47,10,-33.0733608093462,151.654287055622
Blacktown,2148,New South Wales,Unit,Sydney - Blacktown,70,68,100,100,100,93,-33.7765527619662,150.902300587822
Blacktown,2148,New South Wales,House,Sydney - Blacktown,65,90,100,50,82,40,-33.7765527619662,150.902300587822
Blackwall (NSW),2256,New South Wales,Unit,Central Coast,68,68,100,66,94,75,-33.5051493861561,151.332360986052
Blackwall (NSW),2256,New South Wales,House,Central Coast,68,90,100,53,72,40,-33.5051493861561,151.332360986052
Blair Athol (NSW),2560,New South Wales,House,Sydney - Outer South West,72,90,100,67,100,95,-34.0618225218595,150.803239577304
Blairmount,2559,New South Wales,House,Sydney - Outer South West,63,90,100,58,91,49,-34.0508976210972,150.794979269635
Blakebrook,2480,New South Wales,House,Richmond - Tweed,82,90,100,58,87,69,-28.7692063941151,153.231663633718
Blakehurst,2221,New South Wales,Unit,Sydney - Inner South West,76,68,100,47,80,76,-33.989639571482,151.109780385224
Blakehurst,2221,New South Wales,House,Sydney - Inner South West,69,90,100,40,51,24,-33.989639571482,151.109780385224
Blandford,2338,New South Wales,House,Hunter Valley exc Newcastle,77,90,75,100,100,96,-31.7509059783722,150.887429841165
Blaxland (NSW),2774,New South Wales,Unit,Sydney - Outer West and Blue Mountains,81,75,100,45,100,100,-33.7448099632563,150.617370183685
Blaxland (NSW),2774,New South Wales,House,Sydney - Outer West and Blue Mountains,74,100,100,51,91,96,-33.7448099632563,150.617370183685
Blaxlands Ridge,2758,New South Wales,House,Sydney - Baulkham Hills and Hawkesbury,75,90,66,57,100,100,-33.4705847717497,150.807238585198
Blayney,2799,New South Wales,Unit,Central West,84,68,100,49,100,100,-33.5446840712101,149.264067666832
Blayney,2799,New South Wales,House,Central West,77,90,100,100,100,67,-33.5446840712101,149.264067666832
Bligh Park,2756,New South Wales,Unit,Sydney - Outer West and Blue Mountains,71,68,100,56,100,100,-33.6386075809318,150.798344973455
Bligh Park,2756,New South Wales,House,Sydney - Outer West and Blue Mountains,71,90,100,58,97,100,-33.6386075809318,150.798344973455
Blighty,2713,New South Wales,House,Murray,72,90,100,100,100,100,-35.5966218523129,145.30718105557
Blue Bay,2261,New South Wales,Unit,Central Coast,65,68,100,72,92,58,-33.3542425127254,151.499744640526
Blue Bay,2261,New South Wales,House,Central Coast,57,90,100,31,34,10,-33.3542425127254,151.499744640526
Blue Haven,2262,New South Wales,Unit,Central Coast,74,68,100,49,94,100,-33.2114412225736,151.504753379593
Blue Haven,2262,New South Wales,House,Central Coast,62,90,100,80,97,26,-33.2114412225736,151.504753379593
Blue Knob,2480,New South Wales,House,Richmond - Tweed,56,90,100,58,10,10,-28.5486432536004,153.195977734026
Blueys Beach,2428,New South Wales,House,Mid North Coast,64,90,100,63,74,10,-32.3527987908666,152.531024459298
Boambee,2450,New South Wales,House,Coffs Harbour - Grafton,79,90,100,81,100,89,-30.332849522629,153.059116879784
Boambee East,2452,New South Wales,Unit,Coffs Harbour - Grafton,76,68,100,79,100,77,-30.3456739464948,153.075926986606
Boambee East,2452,New South Wales,House,Coffs Harbour - Grafton,65,90,100,90,88,10,-30.3456739464948,153.075926986606
Boat Harbour (Port Stephens - NSW),2316,New South Wales,House,Hunter Valley exc Newcastle,82,90,100,52,77,55,-32.7845164697527,152.111685667749
Boat Harbour (Port Stephens - NSW),2316,New South Wales,Unit,Hunter Valley exc Newcastle,75,68,100,100,100,93,-32.7845164697527,152.111685667749
Bobin,2429,New South Wales,House,Mid North Coast,69,90,100,58,65,10,-31.6982843948253,152.2873911257
Bobs Farm,2316,New South Wales,House,Hunter Valley exc Newcastle,70,90,100,52,45,10,-32.7780103555872,152.007148838892
Bocoble,2850,New South Wales,House,Central West,83,90,100,93,95,33,-32.804012530513,149.732966354258
Bodalla,2545,New South Wales,House,Capital Region,74,90,100,41,57,35,-36.0969816579933,150.009645593956
Bogan Gate,2876,New South Wales,House,Central West,77,90,100,100,100,100,-33.0937928410758,147.76732019307
Bogangar,2488,New South Wales,Unit,Richmond - Tweed,68,68,100,73,81,21,-28.3326374223655,153.559029876374
Bogangar,2488,New South Wales,House,Richmond - Tweed,58,90,100,51,48,10,-28.3326374223655,153.559029876374
Boggabilla,2409,New South Wales,House,New England and North West,74,90,1,100,100,94,-28.7067797819184,150.180306448975
Boggabri,2382,New South Wales,House,New England and North West,77,90,53,100,100,100,-30.7086262134347,150.013796768507
Bohena Creek,2390,New South Wales,House,New England and North West,75,90,1,100,100,100,-30.4265231678767,149.635285734051
Bolton Point,2283,New South Wales,Unit,Newcastle and Lake Macquarie,73,68,100,61,93,83,-32.9964616983426,151.611400590749
Bolton Point,2283,New South Wales,House,Newcastle and Lake Macquarie,72,90,100,73,75,10,-32.9964616983426,151.611400590749
Bolwarra (NSW),2320,New South Wales,House,Hunter Valley exc Newcastle,67,90,100,57,100,96,-32.7108703164366,151.575374872888
Bolwarra Heights,2320,New South Wales,House,Hunter Valley exc Newcastle,69,90,100,78,100,100,-32.6944973944359,151.583119287128
Bomaderry,2541,New South Wales,Unit,Southern Highlands and Shoalhaven,81,68,100,86,100,64,-34.8468338862436,150.604220439847
Bomaderry,2541,New South Wales,House,Southern Highlands and Shoalhaven,67,90,100,72,79,10,-34.8468338862436,150.604220439847
Bombala,2632,New South Wales,House,Capital Region,90,90,100,100,100,99,-36.8899242397886,149.243737032942
Bombay,2622,New South Wales,House,Capital Region,67,90,87,61,100,100,-35.4255946668514,149.656099031725
Bombira,2850,New South Wales,House,Central West,86,90,100,88,100,100,-32.5720746631499,149.603674583879
Bombo,2533,New South Wales,House,Illawarra,78,90,100,47,90,99,-34.6552538267012,150.849972439399
